,,,,,,
CL_ADMIN_PRICES_EN,Index Numbers,,,,,
Indicator Name,Selected period with the corresponding period last year,,,,,
,,,,,,
Item Code,Item Name,YEAR_MONTH,CL_ADMIN_PRICES_E,D_BASKET_LVL,Indicator Name,OBS_VALUE
10.5.0.9.1,Language courses,10/1/24,Index Numbers,5,Selected period with the corresponding period last year,0.3
10.5.0.9.1,Language courses,9/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2.6
10.5.0.9.1,Language courses,8/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2.6
10.5.0.9.1,Language courses,7/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2.6
10.5.0.9.1,Language courses,4/1/25,Index Numbers,5,Selected period with the corresponding period last year,-1.8
10.5.0.9.1,Language courses,3/1/25,Index Numbers,5,Selected period with the corresponding period last year,-1.8
10.5.0.9.1,Language courses,2/1/25,Index Numbers,5,Selected period with the corresponding period last year,-0.8
10.5.0.9.1,Language courses,6/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2
10.5.0.9.1,Language courses,5/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,3/1/18,Index Numbers,2,Selected period with the corresponding period last year,24.1
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,2/1/18,Index Numbers,2,Selected period with the corresponding period last year,23.3
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,1/1/18,Index Numbers,2,Selected period with the corresponding period last year,23.3
03.1.2.4,School uniforms,5/1/20,Index Numbers,4,Selected period with the corresponding period last year,-1
03.1.2.4,School uniforms,4/1/20,Index Numbers,4,Selected period with the corresponding period last year,-3
03.1.2.4,School uniforms,5/1/18,Index Numbers,4,Selected period with the corresponding period last year,-2.5
03.1.2.4,School uniforms,4/1/18,Index Numbers,4,Selected period with the corresponding period last year,0.3
03.1.2.4,School uniforms,1/1/20,Index Numbers,4,Selected period with the corresponding period last year,-0.1
03.1.2.4,School uniforms,12/1/19,Index Numbers,4,Selected period with the corresponding period last year,-2.7
03.1.2.4,School uniforms,11/1/19,Index Numbers,4,Selected period with the corresponding period last year,-3.8
03.1.2.4,School uniforms,10/1/19,Index Numbers,4,Selected period with the corresponding period last year,-4.6
03.1.2.4,School uniforms,7/1/26,Index Numbers,4,Selected period with the corresponding period last year,-3.6
03.1.2.4,School uniforms,6/1/26,Index Numbers,4,Selected period with the corresponding period last year,-2.7
03.1.2.4,School uniforms,5/1/26,Index Numbers,4,Selected period with the corresponding period last year,-2.5
03.1.2.4,School uniforms,4/1/26,Index Numbers,4,Selected period with the corresponding period last year,-2.9
03.1.2.4,School uniforms,3/1/26,Index Numbers,4,Selected period with the corresponding period last year,-3
03.1.2.4,School uniforms,2/1/21,Index Numbers,4,Selected period with the corresponding period last year,4.1
03.1.2.4,School uniforms,1/1/21,Index Numbers,4,Selected period with the corresponding period last year,-1.7
03.1.2.4,School uniforms,2/1/22,Index Numbers,4,Selected period with the corresponding period last year,0.1
04.5,"ELECTRICIT, GAS AND OTHER FUELS",3/1/19,Index Numbers,2,Selected period with the corresponding period last year,0
04.5,"ELECTRICIT, GAS AND OTHER FUELS",2/1/19,Index Numbers,2,Selected period with the corresponding period last year,0
04.5,"ELECTRICIT, GAS AND OTHER FUELS",1/1/19,Index Numbers,2,Selected period with the corresponding period last year,0
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",9/1/24,Index Numbers,5,Selected period with the corresponding period last year,0
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",8/1/24,Index Numbers,5,Selected period with the corresponding period last year,0
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",7/1/24,Index Numbers,5,Selected period with the corresponding period last year,0
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",6/1/24,Index Numbers,5,Selected period with the corresponding period last year,0
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",3/1/23,Index Numbers,5,Selected period with the corresponding period last year,1.8
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",2/1/23,Index Numbers,5,Selected period with the corresponding period last year,1.8
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",1/1/23,Index Numbers,5,Selected period with the corresponding period last year,1.8
03.1,CLOTHING,10/1/21,Index Numbers,2,Selected period with the corresponding period last year,-1
03.1,CLOTHING,9/1/21,Index Numbers,2,Selected period with the corresponding period last year,-0.8
03.1,CLOTHING,8/1/21,Index Numbers,2,Selected period with the corresponding period last year,-1.2
03.1,CLOTHING,7/1/21,Index Numbers,2,Selected period with the corresponding period last year,-0.8
03.1,CLOTHING,6/1/21,Index Numbers,2,Selected period with the corresponding period last year,5.9
03.1,CLOTHING,5/1/21,Index Numbers,2,Selected period with the corresponding period last year,4.8
03.1,CLOTHING,4/1/21,Index Numbers,2,Selected period with the corresponding period last year,4.7
03.1,CLOTHING,3/1/21,Index Numbers,2,Selected period with the corresponding period last year,4
03.1,CLOTHING,2/1/21,Index Numbers,2,Selected period with the corresponding period last year,5.1
03.1,CLOTHING,1/1/21,Index Numbers,2,Selected period with the corresponding period last year,4.7
03.1,CLOTHING,12/1/20,Index Numbers,2,Selected period with the corresponding period last year,5
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",8/1/22,Index Numbers,5,Selected period with the corresponding period last year,18.3
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",2/1/19,Index Numbers,5,Selected period with the corresponding period last year,10.8
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",1/1/19,Index Numbers,5,Selected period with the corresponding period last year,9.6
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",12/1/18,Index Numbers,5,Selected period with the corresponding period last year,20.4
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",11/1/18,Index Numbers,5,Selected period with the corresponding period last year,19.2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",10/1/18,Index Numbers,5,Selected period with the corresponding period last year,21.3
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",9/1/18,Index Numbers,5,Selected period with the corresponding period last year,22.4
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",8/1/18,Index Numbers,5,Selected period with the corresponding period last year,21.2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",12/1/22,Index Numbers,5,Selected period with the corresponding period last year,6.5
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",10/1/16,Index Numbers,5,Selected period with the corresponding period last year,-4.2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",9/1/16,Index Numbers,5,Selected period with the corresponding period last year,-1
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",8/1/16,Index Numbers,5,Selected period with the corresponding period last year,6.1
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",8/1/24,Index Numbers,5,Selected period with the corresponding period last year,-0.6
01.1.6.1.3,Fresh dates,8/1/22,Index Numbers,5,Selected period with the corresponding period last year,-4.1
01.1.6.1.3,Fresh dates,7/1/22,Index Numbers,5,Selected period with the corresponding period last year,-5.3
01.1.6.1.3,Fresh dates,6/1/22,Index Numbers,5,Selected period with the corresponding period last year,-3
01.1.6.1.3,Fresh dates,4/1/23,Index Numbers,5,Selected period with the corresponding period last year,2.1
01.1.6.1.3,Fresh dates,3/1/23,Index Numbers,5,Selected period with the corresponding period last year,0.9
01.1.6.1.3,Fresh dates,2/1/24,Index Numbers,5,Selected period with the corresponding period last year,-8.4
01.1.6.1.3,Fresh dates,1/1/24,Index Numbers,5,Selected period with the corresponding period last year,-8.9
01.1.6.1.3,Fresh dates,12/1/23,Index Numbers,5,Selected period with the corresponding period last year,-6.8
01.1.6.1.3,Fresh dates,11/1/23,Index Numbers,5,Selected period with the corresponding period last year,-6.3
01.1.6.1.3,Fresh dates,10/1/23,Index Numbers,5,Selected period with the corresponding period last year,-7.2
01.1.6.1.3,Fresh dates,9/1/23,Index Numbers,5,Selected period with the corresponding period last year,2.1
01.1.6.1.3,Fresh dates,8/1/23,Index Numbers,5,Selected period with the corresponding period last year,-0.4
01.1.6.1.3,Fresh dates,7/1/23,Index Numbers,5,Selected period with the corresponding period last year,1
01.1.6.1.3,Fresh dates,6/1/23,Index Numbers,5,Selected period with the corresponding period last year,-0.1
01.1.6.1.3,Fresh dates,5/1/23,Index Numbers,5,Selected period with the corresponding period last year,2.7
01.1.6.1.3,Fresh dates,3/1/24,Index Numbers,5,Selected period with the corresponding period last year,-12.6
01.1.6.1.3,Fresh dates,1/1/25,Index Numbers,5,Selected period with the corresponding period last year,-6.1
01.1.6.1.3,Fresh dates,12/1/24,Index Numbers,5,Selected period with the corresponding period last year,-9.8
01.1.6.1.3,Fresh dates,12/1/17,Index Numbers,5,Selected period with the corresponding period last year,-0.5
01.1.6.1.3,Fresh dates,11/1/17,Index Numbers,5,Selected period with the corresponding period last year,-3.5
01.1.6.1.3,Fresh dates,10/1/17,Index Numbers,5,Selected period with the corresponding period last year,-1.6
